image_id,fine_label
1563,89
1564,19
1565,40
1566,42
1567,1
1568,68
1569,0
1570,93
1571,37
1572,84
1573,36
1574,67
1575,57
1576,11
1577,3
1578,1
1579,96
1580,34
1581,54
1582,33
1583,59
1584,31
1585,78
1586,88
1587,42
1588,18
1589,44
1590,5
1591,55
1592,1
1593,25
1594,53
1595,40
1596,51
1597,93
1598,79
1599,58
1600,52
1601,3
1602,57
1603,98
1604,39
1605,12
1606,96
1607,21
1608,61
1609,82
1610,9
1611,24
1612,84
1613,99
1614,4
1615,68
1616,19
1617,91
1618,3
1619,28
1620,32
1621,81
1622,90
1623,69
1624,32
1625,44
1626,42
1627,59
1628,34
1629,23
1630,88
1631,37
1632,37
1633,22
1634,67
1635,9
1636,12
1637,88
1638,15
1639,89
1640,82
1641,60
1642,54
1643,78
1644,75
1645,44
1646,95
1647,67
1648,7
1649,14
1650,80
1651,17
1652,90
1653,45
1654,12
1655,31
1656,83
1657,53
1658,53
1659,36
1660,21
1661,71
1662,92
1663,56
1664,98
1665,57
1666,71
1667,85
1668,2
1669,27
1670,46
1671,66
1672,45
1673,33
1674,42
1675,89
1676,46
1677,88
1678,65
1679,37
1680,19
1681,73
1682,75
1683,41
1684,15
1685,70
1686,5
1687,68
1688,41
1689,37
1690,3
1691,4
1692,85
1693,1
1694,9
1695,14
1696,54
1697,54
1698,9
1699,73
1700,19
1701,27
1702,57
1703,14
1704,70
1705,57
1706,60
1707,55
1708,38
1709,40
1710,33
1711,13
1712,25
1713,61
1714,77
1715,71
1716,34
1717,39
1718,46
1719,42
1720,93
1721,83
1722,49
1723,26
1724,89
1725,20
1726,97
1727,62
1728,55
1729,53
1730,58
1731,70
1732,94
1733,56
1734,48
1735,31
1736,26
1737,18
1738,3
1739,2
1740,13
1741,79
1742,59
1743,24
1744,66
1745,52
1746,94
1747,77
1748,64
1749,16
1750,65
1751,10
1752,9
1753,2
1754,24
1755,21
1756,22
1757,57
1758,57
1759,64
1760,61
1761,57
1762,49
1763,26
1764,33
1765,21
1766,41
1767,65
1768,31
1769,37
1770,18
1771,25
1772,37
1773,60
1774,56
1775,35
1776,43
1777,73
1778,48
1779,5
1780,47
1781,76
1782,45
1783,73
1784,75
1785,73
1786,38
1787,83
1788,60
1789,46
1790,46
1791,82
1792,76
1793,4
1794,89
1795,15
1796,52
1797,16
1798,49
1799,8
1800,70
1801,65
1802,4
1803,49
1804,1
1805,99
1806,85
1807,74
1808,63
1809,48
1810,94
1811,42
1812,20
1813,75
1814,57
1815,12
1816,73
1817,45
1818,12
1819,78
1820,64
1821,49
1822,63
1823,89
1824,68
1825,74
1826,75
1827,74
1828,86
1829,94
1830,76
1831,2
1832,69
1833,65
1834,41
1835,0
1836,30
1837,81
1838,34
1839,96
1840,98
1841,22
1842,41
1843,74
1844,27
1845,28
1846,64
1847,21
1848,65
1849,46
1850,44
1851,21
1852,45
1853,8
1854,23
1855,48
1856,45
1857,75
1858,53
1859,51
1860,11
1861,24
1862,63
1863,0
1864,88
1865,53
1866,83
1867,25
1868,71
1869,76
1870,23
1871,55
1872,51
1873,49
1874,47
1875,37
1876,98
1877,92
1878,39
1879,88
1880,81
1881,16
1882,25
1883,21
1884,82
1885,93
1886,44
1887,29
1888,78
1889,93
1890,56
1891,5
1892,19
1893,50
1894,38
1895,11
1896,44
1897,73
1898,88
1899,75
1900,14
1901,63
1902,77
1903,76
1904,11
1905,23
1906,22
1907,16
1908,35
1909,78
1910,31
1911,9
1912,14
1913,60
1914,77
1915,65
1916,17
1917,90
1918,96
1919,34
1920,7
1921,64
1922,54
1923,83
1924,10
1925,78
1926,42
1927,42
1928,38
1929,81
1930,14
1931,33
1932,10
1933,85
1934,84
1935,18
1936,28
1937,46
1938,10
1939,52
1940,89
1941,28
1942,84
1943,19
1944,80
1945,70
1946,88
1947,63
1948,38
1949,98
1950,42
1951,39
1952,54
1953,19
1954,10
1955,5
1956,59
1957,3
1958,83
1959,98
1960,89
1961,80
1962,66
1963,84
1964,83
1965,42
1966,79
1967,48
1968,21
1969,44
1970,88
1971,8
1972,76
1973,41
1974,56
1975,53
1976,11
1977,49
1978,81
1979,54
1980,22
1981,43
1982,1
1983,48
1984,6
1985,32
1986,16
1987,0
1988,37
1989,68
1990,93
1991,35
1992,60
1993,36
1994,42
1995,91
1996,74
1997,32
1998,30
1999,97
2000,81
2001,76
2002,88
2003,9
2004,52
2005,60
2006,84
2007,41
2008,82
2009,62
2010,59
2011,11
2012,0
2013,93
2014,47
2015,83
2016,96
2017,63
2018,37
2019,5
2020,21
2021,92
2022,53
2023,34
2024,36
2025,58
2026,1
2027,10
2028,13
2029,51
2030,57
2031,75
2032,43
2033,97
2034,87
2035,35
2036,2
2037,65
2038,66
2039,20
2040,10
2041,20
2042,22
2043,99
2044,2
2045,34
2046,81
2047,96
2048,99
2049,72
2050,34
2051,87
2052,46
2053,17
2054,30
2055,73
2056,48
2057,65
2058,24
2059,85
2060,51
2061,41
2062,85
2063,5
2064,48
2065,46
2066,11
2067,16
2068,70
2069,64
2070,14
2071,89
2072,60
2073,51
2074,61
2075,33
2076,76
2077,67
2078,44
2079,44
2080,85
2081,80
2082,92
2083,94
2084,41
2085,98
2086,69
2087,34
2088,66
2089,76
2090,25
2091,40
2092,36
2093,69
2094,91
2095,83
2096,94
2097,89
2098,69
2099,69
2100,26
2101,67
2102,84
2103,1
2104,84
2105,1
2106,16
2107,4
2108,4
2109,77
2110,39
2111,47
2112,31
2113,49
2114,54
2115,81
2116,61
2117,52
2118,84
2119,7
2120,52
2121,22
2122,42
2123,0
2124,70
2125,29
2126,38
2127,11
2128,33
2129,33
2130,38
2131,97
2132,92
2133,94
2134,21
2135,65
2136,43
2137,35
2138,56
2139,99
2140,74
2141,31
2142,8
2143,93
2144,67
2145,42
2146,42
2147,3
2148,19
2149,2
2150,39
2151,60
2152,75
2153,31
2154,2
2155,86
2156,87
2157,6
2158,10
2159,5
2160,1
2161,32
2162,71
2163,16
2164,61
2165,65
2166,8
2167,33
2168,15
2169,86
2170,58
2171,13
2172,1
2173,26
2174,77
2175,86
2176,9
2177,68
2178,49
2179,83
2180,1
2181,90
2182,93
2183,97
2184,81
2185,73
2186,40
2187,91
2188,81
2189,65
2190,80
2191,46
2192,34
2193,42
2194,5
2195,39
2196,42
2197,37
2198,90
2199,6
2200,42
2201,4
2202,95
2203,60
2204,97
2205,35
2206,30
2207,55
2208,73
2209,38
2210,6
2211,88
2212,72
2213,79
2214,60
2215,53
2216,26
2217,2
2218,46
2219,45
2220,36
2221,80
2222,5
2223,55
2224,25
2225,66
2226,82
2227,20
2228,51
2229,67
2230,62
2231,90
2232,3
2233,69
2234,64
2235,28
2236,81
2237,83
2238,55
2239,66
2240,43
2241,4
2242,38
2243,79
2244,49
2245,41
2246,63
2247,16
2248,99
2249,58
2250,19
2251,21
2252,58
2253,58
2254,24
2255,42
2256,72
2257,34
2258,3
2259,58
2260,44
2261,23
2262,50
2263,73
2264,85
2265,92
2266,50
2267,4
2268,82
2269,40
2270,99
2271,81
2272,11
2273,32
2274,57
2275,88
2276,88
2277,60
2278,63
2279,68
2280,52
2281,10
2282,9
2283,61
2284,55
2285,50
2286,90
2287,27
2288,33
2289,19
2290,0
2291,12
2292,91
2293,79
2294,73
2295,1
2296,34
2297,22
2298,36
2299,40
2300,83
2301,75
2302,31
2303,55
2304,39
2305,46
2306,71
2307,87
2308,49
2309,24
2310,4
2311,0
2312,95
2313,85
2314,64
2315,33
2316,37
2317,11
2318,44
2319,67
2320,58
2321,29
2322,23
2323,95
2324,42
2325,88
2326,32
2327,17
2328,8
2329,87
2330,27
2331,90
2332,30
2333,30
2334,70
2335,62
2336,7
2337,36
2338,40
2339,58
2340,23
2341,51
2342,40
2343,98
2344,55
2345,76
2346,93
2347,36
2348,95
2349,16
2350,14
2351,43
2352,28
2353,72
2354,44
2355,36
2356,52
2357,4
2358,59
2359,18
2360,68
2361,71
2362,27
2363,30
2364,20
2365,93
2366,18
2367,71
2368,96
2369,24
2370,38
2371,7
2372,85
2373,63
2374,36
2375,19
2376,14
2377,82
2378,56
2379,30
2380,63
2381,43
2382,34
2383,81
2384,70
2385,22
2386,77
2387,90
2388,44
2389,23
2390,86
2391,89
2392,23
2393,80
2394,7
2395,18
2396,53
2397,82
2398,30
2399,50
2400,6
2401,9
2402,94
2403,43
2404,67
2405,56
2406,40
2407,4
2408,70
2409,14
2410,29
2411,22
2412,62
2413,31
2414,49
2415,14
2416,48
2417,59
2418,82
2419,82
2420,12
2421,80
2422,41
2423,54
2424,81
2425,49
2426,40
2427,2
2428,80
2429,82
2430,8
2431,38
2432,48
2433,25
2434,52
2435,3
2436,73
2437,66
2438,49
2439,50
2440,93
2441,72
2442,6
2443,3
2444,8
2445,54
2446,19
2447,96
2448,12
2449,55
2450,90
2451,81
2452,38
2453,78
2454,94
2455,74
2456,9
2457,28
2458,9
2459,8
2460,68
2461,4
2462,20
2463,16
2464,5
2465,40
2466,57
2467,66
2468,82
2469,3
2470,71
2471,79
2472,67
2473,30
2474,72
2475,87
2476,71
2477,27
2478,85
2479,75
2480,53
2481,71
2482,40
2483,77
2484,63
2485,43
2486,53
2487,56
2488,85
2489,68
2490,22
2491,42
2492,78
2493,78
2494,70
2495,78
2496,41
2497,62
2498,51
2499,71
2500,36
2501,12
2502,96
2503,52
2504,29
2505,27
2506,53
2507,78
2508,44
2509,49
2510,55
2511,52
2512,8
2513,81
2514,25
2515,89
2516,68
2517,60
2518,94
2519,35
2520,74
2521,20
2522,19
2523,25
2524,3
2525,76
2526,45
2527,0
2528,63
2529,80
2530,84
2531,66
2532,12
2533,82
2534,32
2535,6
2536,81
2537,2
2538,20
2539,3
2540,77
2541,94
2542,16
2543,86
2544,80
2545,72
2546,6
2547,14
2548,25
2549,68
2550,31
2551,31
2552,86
2553,7
2554,74
2555,25
2556,93
2557,14
2558,92
2559,17
2560,19
2561,90
2562,34
2563,9
2564,87
2565,20
2566,36
2567,88
2568,66
2569,31
2570,46
2571,71
2572,38
2573,6
2574,54
2575,56
2576,38
2577,85
2578,4
2579,92
2580,24
2581,39
2582,4
2583,73
2584,7
2585,6
2586,90
2587,94
2588,45
2589,60
2590,95
2591,57
2592,71
2593,88
2594,34
2595,14
2596,38
2597,29
2598,16
2599,38
2600,98
2601,92
2602,3
2603,27
2604,31
2605,75
2606,90
2607,37
2608,53
2609,78
2610,15
2611,83
2612,72
2613,85
2614,48
2615,8
2616,27
2617,76
2618,7
2619,50
2620,55
2621,42
2622,90
2623,95
2624,36
2625,81
2626,16
2627,36
2628,61
2629,17
2630,66
2631,58
2632,85
2633,7
2634,84
2635,44
2636,79
2637,88
2638,27
2639,73
2640,21
2641,22
2642,64
2643,78
2644,56
2645,21
2646,4
2647,94
2648,22
2649,91
2650,75
2651,36
2652,73
2653,45
2654,49
2655,15
2656,38
2657,0
2658,73
2659,81
2660,85
2661,69
2662,31
2663,75
2664,41
2665,83
2666,33
2667,96
2668,35
2669,16
2670,78
2671,27
2672,98
2673,50
2674,56
2675,92
2676,87
2677,0
2678,76
2679,43
2680,12
2681,77
2682,5
2683,30
2684,11
2685,15
2686,99
2687,66
2688,61
2689,15
2690,28
2691,63
2692,87
2693,40
2694,59
2695,45
2696,61
2697,23
2698,79
2699,41
2700,76
2701,58
2702,34
2703,95
2704,12
2705,13
2706,7
2707,35
2708,7
2709,58
2710,68
2711,2
2712,46
2713,3
2714,24
2715,49
2716,98
2717,15
2718,8
2719,44
2720,78
2721,64
2722,25
2723,51
2724,81
2725,39
2726,25
2727,37
2728,22
2729,79
2730,85
2731,11
2732,64
2733,57
2734,75
2735,54
2736,16
2737,26
2738,66
2739,26
2740,0
2741,86
2742,73
2743,73
2744,80
2745,22
2746,82
2747,80
2748,80
2749,39
2750,87
2751,78
2752,82
2753,99
2754,69
2755,10
2756,44
2757,94
2758,6
2759,40
2760,34
2761,54
2762,52
2763,19
2764,83
2765,28
2766,21
2767,46
2768,76
2769,38
2770,15
2771,47
2772,14
2773,10
2774,79
2775,29
2776,60
2777,8
2778,19
2779,85
2780,29
2781,80
2782,44
2783,37
2784,58
2785,81
2786,20
2787,91
2788,25
2789,93
2790,95
2791,84
2792,62
2793,20
2794,10
2795,96
2796,3
2797,6
2798,80
2799,98
2800,82
2801,67
2802,60
2803,67
2804,12
2805,23
2806,26
2807,87
2808,16
2809,20
2810,59
2811,52
2812,99
2813,43
2814,35
2815,48
2816,26
2817,85
2818,88
2819,34
2820,11
2821,78
2822,21
2823,94
2824,32
2825,92
2826,67
2827,53
2828,2
2829,38
2830,93
2831,10
2832,11
2833,6
2834,24
2835,25
2836,79
2837,68
2838,89
2839,45
2840,77
2841,78
2842,45
2843,35
2844,23
2845,69
2846,75
2847,33
2848,54
2849,94
2850,84
2851,8
2852,48
2853,47
2854,8
2855,46
2856,81
2857,14
2858,78
2859,16
2860,81
2861,54
2862,8
2863,60
2864,75
2865,20
2866,24
2867,98
2868,60
2869,27
2870,76
2871,90
2872,81
2873,44
2874,95
2875,72
2876,71
2877,33
2878,10
2879,29
2880,16
2881,14
2882,35
2883,49
2884,16
2885,38
2886,64
2887,19
2888,52
2889,42
2890,49
2891,77
2892,19
2893,66
2894,44
2895,18
2896,79
2897,55
2898,60
2899,35
2900,87
2901,59
2902,13
2903,33
2904,20
2905,90
2906,70
2907,55
2908,61
2909,86
2910,19
2911,4
2912,74
2913,52
2914,85
2915,5
2916,30
2917,80
2918,36
2919,94
2920,21
2921,0
2922,28
2923,24
2924,52
2925,91
2926,9
2927,28
2928,39
2929,78
2930,3
2931,40
2932,5
2933,19
2934,21
2935,36
2936,9
2937,51
2938,8
2939,49
2940,61
2941,43
2942,84
2943,90
2944,51
2945,87
2946,5
2947,34
2948,48
2949,98
2950,64
2951,11
2952,17
2953,7
2954,62
2955,15
2956,28
2957,47
2958,15
2959,29
2960,16
2961,16
2962,67
2963,45
2964,80
2965,10
2966,21
2967,95
2968,77
2969,62
2970,36
2971,94
2972,63
2973,58
2974,98
2975,71
2976,82
2977,3
2978,59
2979,6
2980,17
2981,33
2982,9
2983,94
2984,30
2985,19
2986,17
2987,36
2988,88
2989,84
2990,25
2991,68
2992,86
2993,9
2994,63
2995,92
