image_id,coarse_label
831,5
832,16
833,1
834,10
835,7
836,8
837,19
838,13
839,6
840,7
841,15
842,6
843,19
844,8
845,9
846,7
847,13
848,12
849,7
850,11
851,10
852,7
853,13
854,2
855,2
856,15
857,10
858,9
859,4
860,4
861,7
862,7
863,14
864,1
865,10
866,18
867,14
868,1
869,3
870,2
871,16
872,0
873,14
874,9
875,19
876,0
877,8
878,14
879,17
880,1
881,12
882,2
883,12
884,4
885,2
886,0
887,4
888,13
889,1
890,17
891,13
892,7
893,8
894,0
895,4
896,2
897,2
898,12
899,10
900,18
901,10
902,5
903,17
904,17
905,11
906,12
907,8
908,4
909,6
910,0
911,5
912,17
913,8
914,15
915,18
916,15
917,7
918,13
919,8
920,7
921,12
922,3
923,7
924,0
925,9
926,16
927,8
928,0
929,6
930,17
931,1
932,9
933,15
934,12
935,10
936,15
937,15
938,16
939,18
940,6
941,7
942,18
943,1
944,15
945,10
946,18
947,8
948,0
949,9
950,2
951,0
952,12
953,3
954,11
955,10
956,12
957,2
958,6
959,16
960,6
961,7
962,18
963,4
964,2
965,0
966,8
967,3
968,10
969,13
970,9
971,18
972,12
973,0
974,7
975,6
976,5
977,4
978,2
979,16
980,7
981,18
982,12
983,9
984,6
985,8
986,19
987,8
988,17
989,12
990,16
991,7
992,6
993,18
994,1
995,17
996,11
997,3
998,7
999,0
1000,9
1001,0
1002,5
1003,7
1004,8
1005,13
1006,5
1007,0
1008,6
1009,2
1010,12
1011,5
1012,5
1013,0
1014,5
1015,2
1016,1
1017,8
1018,15
1019,9
1020,8
1021,18
1022,8
1023,17
1024,2
1025,14
1026,9
1027,13
1028,18
1029,16
1030,9
1031,18
1032,12
1033,3
1034,18
1035,6
1036,6
1037,5
1038,6
1039,11
1040,11
1041,5
1042,13
1043,18
1044,8
1045,5
1046,18
1047,9
1048,18
1049,19
1050,5
1051,6
1052,7
1053,18
1054,19
1055,13
1056,17
1057,8
1058,5
1059,13
1060,1
1061,1
1062,7
1063,19
1064,7
1065,6
1066,17
1067,3
1068,18
1069,7
1070,10
1071,12
1072,1
1073,5
1074,10
1075,9
1076,3
1077,3
1078,2
1079,10
1080,9
1081,2
1082,19
1083,10
1084,8
1085,0
1086,6
1087,14
1088,9
1089,19
1090,7
1091,1
1092,3
1093,2
1094,12
1095,5
1096,8
1097,18
1098,12
1099,1
1100,17
1101,18
1102,14
1103,18
1104,1
1105,9
1106,18
1107,8
1108,1
1109,10
1110,19
1111,2
1112,6
1113,5
1114,12
1115,5
1116,12
1117,9
1118,15
1119,16
1120,14
1121,5
1122,10
1123,19
1124,9
1125,15
1126,7
1127,18
1128,0
1129,4
1130,1
1131,8
1132,3
1133,17
1134,14
1135,15
1136,0
1137,3
1138,15
1139,8
1140,4
1141,13
1142,9
1143,3
1144,1
1145,9
1146,10
1147,8
1148,2
1149,18
1150,17
1151,9
1152,11
1153,17
1154,11
1155,0
1156,16
1157,8
1158,2
1159,1
1160,19
1161,15
1162,10
1163,5
1164,12
1165,0
1166,7
1167,2
1168,19
1169,9
1170,3
1171,15
1172,17
1173,16
1174,12
1175,2
1176,15
1177,5
1178,16
1179,1
1180,14
1181,18
1182,10
1183,7
1184,13
1185,17
1186,5
1187,0
1188,4
1189,0
1190,2
1191,12
1192,1
1193,9
1194,4
1195,8
1196,7
1197,15
1198,19
1199,5
1200,19
1201,9
1202,19
1203,18
1204,9
1205,3
1206,4
1207,11
1208,7
1209,6
1210,9
1211,3
1212,18
1213,19
1214,5
1215,17
1216,5
1217,4
1218,13
1219,12
1220,4
1221,18
1222,17
1223,12
1224,3
1225,8
1226,8
1227,2
1228,2
1229,10
1230,6
1231,16
1232,14
1233,9
1234,15
1235,16
1236,19
1237,14
1238,19
1239,9
1240,15
1241,15
1242,1
1243,5
1244,10
1245,2
1246,16
1247,18
1248,7
1249,2
1250,14
1251,13
1252,15
1253,9
1254,4
1255,19
1256,12
1257,16
1258,6
1259,5
1260,9
1261,7
1262,15
1263,10
1264,5
1265,3
1266,1
1267,17
1268,5
1269,13
1270,7
1271,11
1272,11
1273,12
1274,2
1275,8
1276,1
1277,9
1278,12
1279,2
1280,11
1281,1
1282,14
1283,18
1284,9
1285,18
1286,4
1287,8
1288,5
1289,12
1290,18
1291,19
1292,2
1293,9
1294,18
1295,10
1296,17
1297,9
1298,11
1299,15
1300,13
1301,17
1302,1
1303,8
1304,11
1305,8
1306,5
1307,7
1308,15
1309,5
1310,7
1311,6
1312,9
1313,3
1314,7
1315,17
1316,9
1317,15
1318,8
1319,15
1320,18
1321,9
1322,8
1323,11
1324,15
1325,5
1326,8
1327,10
1328,7
1329,10
1330,10
1331,11
1332,12
1333,2
1334,12
1335,16
1336,6
1337,6
1338,14
1339,16
1340,14
1341,12
1342,0
1343,19
1344,6
1345,13
1346,18
1347,15
1348,1
1349,7
1350,14
1351,7
1352,19
1353,2
1354,13
1355,0
1356,6
1357,19
1358,9
1359,14
1360,5
1361,11
1362,2
1363,17
1364,2
1365,17
1366,3
1367,18
1368,13
1369,2
1370,10
1371,7
1372,11
1373,4
1374,2
1375,7
1376,0
1377,13
1378,11
1379,17
1380,7
1381,2
1382,6
1383,4
1384,0
1385,11
1386,16
1387,4
1388,11
1389,13
1390,9
1391,3
1392,0
1393,8
1394,2
1395,8
1396,4
1397,5
1398,14
1399,7
1400,17
1401,7
1402,4
1403,12
1404,11
1405,12
1406,5
1407,1
1408,15
1409,14
1410,12
1411,7
1412,10
1413,12
1414,8
1415,12
1416,2
1417,7
1418,10
1419,18
1420,3
1421,8
1422,12
1423,14
1424,17
1425,9
1426,4
1427,3
1428,12
1429,7
1430,6
1431,5
1432,8
1433,7
1434,11
1435,11
1436,1
1437,5
1438,6
1439,14
1440,19
1441,15
1442,14
1443,11
1444,0
1445,8
1446,7
1447,2
1448,2
1449,12
1450,15
1451,16
1452,5
1453,9
1454,18
1455,19
1456,9
1457,7
1458,12
1459,11
1460,17
1461,7
1462,2
1463,9
1464,2
1465,8
1466,1
1467,8
1468,8
1469,18
1470,1
1471,10
1472,1
1473,1
1474,17
1475,2
1476,17
1477,15
1478,19
1479,8
1480,12
1481,3
1482,1
1483,13
1484,8
1485,13
1486,10
1487,19
1488,18
1489,7
1490,15
1491,5
1492,2
1493,7
1494,4
1495,8
1496,11
1497,6
1498,1
1499,8
1500,7
1501,0
1502,0
1503,0
1504,11
1505,5
1506,6
1507,12
1508,4
1509,17
1510,18
1511,19
1512,0
1513,6
1514,11
1515,3
1516,11
1517,8
1518,5
1519,17
1520,4
1521,9
1522,14
1523,19
1524,2
1525,19
1526,19
1527,11
1528,8
1529,7
1530,9
1531,6
1532,4
1533,4
1534,5
1535,11
1536,9
1537,2
1538,6
1539,2
1540,18
1541,15
1542,6
1543,7
1544,1
1545,5
1546,3
1547,7
1548,2
1549,1
1550,2
1551,18
1552,7
1553,0
1554,15
1555,5
1556,8
1557,0
1558,6
1559,14
1560,14
1561,0
1562,4
1563,19
1564,11
1565,19
1566,8
1567,1
1568,18
1569,4
1570,5
1571,9
1572,19
1573,16
1574,1
1575,13
1576,14
1577,5
1578,1
1579,17
1580,1
1581,2
1582,10
1583,17
1584,7
1585,11
1586,19
1587,8
1588,15
1589,15
1590,6
1591,0
1592,1
1593,11
1594,4
1595,6
1596,8
1597,8
1598,11
1599,18
1600,17
1601,1
1602,8
1603,18
1604,10
1605,9
1606,17
1607,11
1608,3
1609,2
1610,3
1611,7
1612,5
1613,13
1614,12
1615,9
1616,11
1617,1
1618,18
1619,3
1620,18
1621,17
1622,10
1623,19
1624,5
1625,7
1626,8
1627,2
1628,12
1629,10
1630,15
1631,9
1632,4
1633,17
1634,1
1635,3
1636,19
1637,8
1638,4
1639,18
1640,2
1641,10
1642,2
1643,3
1644,12
1645,12
1646,0
1647,8
1648,12
1649,7
1650,8
1651,9
1652,18
1653,5
1654,9
1655,11
1656,7
1657,4
1658,4
1659,8
1660,8
1661,10
1662,2
1663,17
1664,14
1665,15
1666,10
1667,19
1668,1
1669,0
1670,14
1671,8
1672,13
1673,18
1674,12
1675,18
1676,14
1677,12
1678,19
1679,19
1680,12
1681,1
1682,12
1683,19
1684,9
1685,13
1686,6
1687,9
1688,19
1689,10
1690,12
1691,16
1692,15
1693,3
1694,3
1695,7
1696,2
1697,1
1698,3
1699,12
1700,11
1701,15
1702,4
1703,5
1704,3
1705,4
1706,10
1707,15
1708,11
1709,19
1710,10
1711,19
1712,5
1713,3
1714,5
1715,10
1716,11
1717,3
1718,6
1719,8
1720,13
1721,2
1722,17
1723,15
1724,19
1725,6
1726,12
1727,2
1728,0
1729,4
1730,5
1731,2
1732,6
1733,17
1734,18
1735,11
1736,15
1737,13
1738,11
1739,14
1740,18
1741,13
1742,17
1743,7
1744,5
1745,17
1746,6
1747,13
1748,15
1749,3
1750,17
1751,1
1752,3
1753,6
1754,0
1755,11
1756,3
1757,4
1758,4
1759,18
1760,3
1761,7
1762,10
1763,12
1764,18
1765,7
1766,19
1767,12
1768,19
1769,9
1770,7
1771,7
1772,9
1773,10
1774,9
1775,14
1776,16
1777,3
1778,18
1779,6
1780,17
1781,9
1782,15
1783,16
1784,12
1785,15
1786,11
1787,4
1788,10
1789,14
1790,1
1791,2
1792,5
1793,16
1794,19
1795,11
1796,17
1797,18
1798,10
1799,1
1800,2
1801,16
1802,0
1803,18
1804,1
1805,19
1806,19
1807,12
1808,12
1809,18
1810,5
1811,8
1812,6
1813,12
1814,2
1815,9
1816,0
1817,15
1818,9
1819,12
1820,15
1821,18
1822,16
1823,19
1824,9
1825,17
1826,12
1827,12
1828,5
1829,5
1830,9
1831,14
1832,9
1833,1
1834,19
1835,4
1836,1
1837,19
1838,12
1839,17
1840,19
1841,3
1842,19
1843,7
1844,7
1845,7
1846,12
1847,11
1848,12
1849,14
1850,15
1851,11
1852,13
1853,18
1854,10
1855,18
1856,7
1857,12
1858,4
1859,11
1860,14
1861,7
1862,3
1863,3
1864,8
1865,5
1866,13
1867,19
1868,0
1869,9
1870,10
1871,12
1872,4
1873,0
1874,17
1875,1
1876,5
1877,2
1878,6
1879,8
1880,14
1881,14
1882,1
1883,12
1884,2
1885,1
1886,7
1887,15
1888,12
1889,1
1890,11
1891,6
1892,12
1893,16
1894,8
1895,14
1896,15
1897,1
1898,8
1899,12
1900,1
1901,12
1902,7
1903,9
1904,13
1905,5
1906,14
1907,3
1908,18
1909,15
1910,11
1911,3
1912,19
1913,10
1914,13
1915,16
1916,8
1917,11
1918,17
1919,13
1920,7
1921,11
1922,2
1923,7
1924,3
1925,12
1926,8
1927,8
1928,16
1929,9
1930,7
1931,6
1932,2
1933,19
1934,6
1935,13
1936,5
1937,9
1938,3
1939,17
1940,19
1941,3
1942,5
1943,16
1944,12
1945,2
1946,8
1947,8
1948,11
1949,11
1950,12
1951,5
1952,2
1953,11
1954,12
1955,5
1956,17
1957,7
1958,7
1959,3
1960,19
1961,8
1962,8
1963,6
1964,4
1965,8
1966,7
1967,18
1968,11
1969,7
1970,8
1971,9
1972,9
1973,19
1974,17
1975,4
1976,14
1977,10
1978,5
1979,2
1980,5
1981,8
1982,18
1983,19
1984,2
1985,16
1986,3
1987,4
1988,11
1989,16
1990,0
1991,14
1992,10
1993,16
1994,8
1995,1
1996,15
1997,12
1998,1
1999,11
2000,9
2001,9
2002,17
2003,3
2004,17
2005,10
2006,6
2007,19
2008,2
2009,4
2010,9
2011,14
2012,2
2013,0
2014,17
2015,4
2016,17
2017,16
2018,9
2019,3
2020,12
2021,2
2022,2
2023,8
2024,16
2025,18
2026,16
2027,16
2028,12
2029,4
2030,4
2031,12
2032,8
2033,8
2034,12
2035,3
2036,14
2037,8
2038,12
2039,6
2040,14
2041,0
2042,3
2043,13
2044,14
2045,8
2046,18
2047,8
2048,16
2049,0
2050,5
2051,5
2052,5
2053,9
2054,1
2055,1
2056,5
2057,16
2058,7
2059,18
2060,12
2061,19
2062,19
2063,6
2064,18
2065,14
2066,8
2067,3
2068,2
2069,8
2070,3
2071,19
2072,10
2073,19
2074,3
2075,10
2076,9
2077,16
2078,10
2079,19
2080,7
2081,6
2082,14
2083,5
2084,19
2085,14
2086,19
2087,9
2088,8
2089,9
2090,7
2091,9
2092,8
2093,19
2094,8
2095,4
2096,3
2097,18
2098,0
2099,13
2100,8
2101,19
2102,6
2103,1
2104,6
2105,7
2106,5
2107,12
2108,0
2109,8
2110,5
2111,17
2112,12
2113,18
2114,2
2115,18
2116,4
2117,17
2118,8
2119,7
2120,17
2121,15
2122,12
2123,2
2124,2
2125,15
2126,8
2127,14
2128,17
2129,10
2130,8
2131,0
2132,2
2133,6
2134,7
2135,8
2136,11
2137,14
2138,17
2139,4
2140,12
2141,11
2142,18
2143,1
2144,0
2145,9
2146,8
2147,12
2148,11
2149,14
2150,6
2151,10
2152,12
2153,8
2154,8
2155,3
2156,5
2157,7
2158,8
2159,6
2160,1
2161,11
2162,0
2163,3
2164,13
2165,3
2166,9
2167,13
2168,18
2169,6
2170,1
2171,5
2172,15
2173,7
2174,7
2175,5
2176,18
2177,9
2178,12
2179,13
2180,15
2181,18
2182,15
2183,8
2184,19
2185,7
2186,5
2187,1
2188,18
2189,2
2190,11
2191,14
2192,11
2193,17
2194,6
2195,12
2196,15
2197,9
2198,18
2199,15
2200,9
2201,12
2202,0
2203,9
2204,12
2205,14
2206,15
2207,0
2208,1
2209,11
2210,7
2211,8
2212,15
2213,7
2214,18
2215,4
2216,1
2217,3
2218,11
2219,8
2220,16
2221,16
2222,6
2223,8
2224,6
2225,12
2226,2
2227,6
2228,18
2229,1
2230,2
2231,18
2232,7
2233,19
2234,11
2235,5
2236,18
2237,5
2238,0
2239,12
2240,3
2241,15
2242,11
2243,8
2244,10
2245,19
2246,17
2247,3
2248,5
2249,18
2250,11
2251,11
2252,18
2253,19
2254,7
2255,15
2256,18
2257,11
2258,11
2259,18
2260,15
2261,10
2262,16
2263,12
2264,18
2265,2
2266,14
2267,15
2268,2
2269,6
2270,13
2271,18
2272,14
2273,14
2274,11
2275,8
2276,8
2277,10
2278,13
2279,9
2280,17
2281,15
2282,3
2283,5
2284,13
2285,16
2286,19
2287,7
2288,10
2289,11
2290,3
2291,18
2292,1
2293,7
2294,1
2295,4
2296,12
2297,5
2298,16
2299,9
2300,7
2301,12
2302,11
2303,0
2304,2
2305,14
2306,10
2307,5
2308,0
2309,7
2310,12
2311,4
2312,7
2313,19
2314,12
2315,19
2316,9
2317,7
2318,15
2319,1
2320,18
2321,15
2322,10
2323,0
2324,11
2325,8
2326,11
2327,9
2328,18
2329,5
2330,15
2331,11
2332,0
2333,0
2334,13
2335,1
2336,7
2337,16
2338,5
2339,19
2340,10
2341,4
2342,3
2343,15
2344,13
2345,19
2346,1
2347,8
2348,0
2349,3
2350,7
2351,8
2352,3
2353,0
2354,15
2355,14
2356,17
2357,7
2358,17
2359,17
2360,11
2361,10
2362,15
2363,0
2364,6
2365,0
2366,1
2367,17
2368,9
2369,7
2370,12
2371,7
2372,0
2373,16
2374,8
2375,8
2376,4
2377,2
2378,2
2379,0
2380,13
2381,12
2382,12
2383,19
2384,3
2385,5
2386,0
2387,18
2388,7
2389,10
2390,18
2391,19
2392,10
2393,11
2394,4
2395,9
2396,4
2397,2
2398,0
2399,16
2400,8
2401,3
2402,6
2403,8
2404,16
2405,17
2406,1
2407,16
2408,3
2409,4
2410,8
2411,3
2412,2
2413,16
2414,10
2415,7
2416,18
2417,17
2418,2
2419,2
2420,19
2421,8
2422,19
2423,1
2424,19
2425,10
2426,19
2427,8
2428,18
2429,7
2430,18
2431,18
2432,18
2433,18
2434,17
2435,11
2436,18
2437,8
2438,10
2439,12
2440,15
2441,19
2442,8
2443,19
2444,9
2445,2
2446,10
2447,17
2448,9
2449,7
2450,15
2451,19
2452,3
2453,15
2454,6
2455,16
2456,3
2457,3
2458,3
2459,3
2460,9
2461,11
2462,6
2463,5
2464,6
2465,11
2466,4
2467,12
2468,2
2469,5
2470,10
2471,13
2472,0
2473,0
2474,12
2475,5
2476,10
2477,0
2478,19
2479,12
2480,4
2481,10
2482,3
2483,15
2484,12
2485,8
2486,4
2487,17
2488,19
2489,9
2490,5
2491,8
2492,8
2493,15
2494,2
2495,15
2496,18
2497,2
2498,4
2499,5
2500,8
2501,9
2502,17
2503,17
2504,15
2505,19
2506,4
2507,11
2508,9
2509,10
2510,12
2511,17
2512,8
2513,18
2514,12
2515,19
2516,10
2517,10
2518,3
2519,19
2520,11
2521,6
2522,18
2523,5
2524,19
2525,1
2526,13
2527,4
2528,12
2529,12
2530,6
2531,7
2532,9
2533,19
2534,19
2535,7
2536,18
2537,14
2538,6
2539,13
2540,14
2541,6
2542,8
2543,5
2544,19
2545,12
2546,2
2547,7
2548,9
2549,10
2550,19
2551,11
2552,5
2553,7
2554,7
2555,6
2556,7
2557,19
2558,2
2559,9
2560,18
2561,13
2562,18
2563,3
2564,5
2565,6
2566,16
2567,12
2568,12
2569,11
2570,14
2571,10
2572,10
2573,14
2574,2
2575,17
2576,12
2577,19
2578,10
2579,8
2580,6
2581,5
2582,15
2583,0
2584,7
2585,7
2586,18
2587,6
2588,13
2589,10
2590,0
2591,4
2592,10
2593,7
2594,5
2595,4
2596,11
2597,15
2598,3
2599,11
2600,5
2601,2
2602,7
2603,8
2604,19
2605,7
2606,19
2607,9
2608,4
2609,8
2610,11
2611,19
2612,0
2613,19
2614,7
2615,11
2616,1
2617,17
2618,7
2619,0
2620,6
2621,16
2622,18
2623,0
2624,16
2625,19
2626,5
2627,16
2628,3
2629,9
2630,12
2631,19
2632,18
2633,7
2634,6
2635,8
2636,18
2637,12
2638,0
2639,15
2640,8
2641,5
2642,13
2643,8
2644,17
2645,7
2646,12
2647,6
2648,5
2649,7
2650,12
2651,16
2652,1
2653,6
2654,10
2655,11
2656,9
2657,4
2658,0
2659,3
2660,19
2661,0
2662,11
2663,12
2664,19
2665,4
2666,10
2667,17
2668,14
2669,5
2670,2
2671,15
2672,6
2673,12
2674,17
2675,2
2676,5
2677,4
2678,9
2679,15
2680,9
2681,4
2682,6
2683,18
2684,14
2685,11
2686,5
2687,3
2688,5
2689,0
2690,3
2691,8
2692,5
2693,6
2694,17
2695,13
2696,3
2697,10
2698,3
2699,17
2700,9
2701,18
2702,12
2703,1
2704,9
2705,18
2706,19
2707,6
2708,12
2709,6
2710,9
2711,14
2712,14
2713,16
2714,7
2715,0
2716,14
2717,4
2718,18
2719,7
2720,16
2721,8
2722,19
2723,12
2724,19
2725,5
2726,1
2727,19
2728,5
2729,2
2730,19
2731,5
2732,0
2733,4
2734,12
2735,2
2736,3
2737,19
2738,8
2739,7
2740,4
2741,5
2742,0
2743,0
2744,17
2745,5
2746,2
2747,7
2748,7
2749,5
2750,5
2751,12
2752,7
2753,5
2754,19
2755,13
2756,11
2757,6
2758,7
2759,5
2760,7
2761,2
2762,19
2763,19
2764,3
2765,3
2766,12
2767,14
2768,9
2769,9
2770,12
2771,17
2772,7
2773,3
2774,2
2775,15
2776,5
2777,12
2778,1
2779,15
2780,15
2781,0
2782,15
2783,9
2784,18
2785,18
2786,6
2787,14
2788,18
2789,7
2790,0
2791,14
2792,14
2793,6
2794,7
2795,17
2796,12
2797,7
2798,14
2799,14
2800,2
2801,0
2802,10
2803,12
2804,9
2805,10
2806,5
2807,19
2808,5
2809,6
2810,17
2811,17
2812,13
2813,8
2814,14
2815,18
2816,0
2817,9
2818,12
2819,15
2820,14
2821,8
2822,18
2823,6
2824,13
2825,2
2826,7
2827,4
2828,14
2829,11
2830,15
2831,5
2832,14
2833,12
2834,7
2835,6
2836,6
2837,9
2838,19
2839,13
2840,7
2841,15
2842,18
2843,11
2844,10
2845,19
2846,12
2847,9
2848,1
2849,6
2850,6
2851,18
2852,19
2853,17
2854,10
2855,14
2856,18
2857,13
2858,12
2859,3
2860,19
2861,8
2862,18
2863,10
2864,12
2865,5
2866,1
2867,14
2868,10
2869,15
2870,13
2871,9
2872,18
2873,15
2874,0
2875,8
2876,10
2877,17
2878,3
2879,15
2880,3
2881,7
2882,14
2883,10
2884,3
2885,18
2886,8
2887,11
2888,17
2889,8
2890,18
2891,3
2892,11
2893,13
2894,18
2895,15
2896,7
2897,15
2898,10
2899,14
2900,5
2901,17
2902,15
2903,10
2904,6
2905,18
2906,2
2907,1
2908,14
2909,19
2910,11
2911,7
2912,0
2913,17
2914,19
2915,6
2916,0
2917,19
2918,8
2919,6
2920,11
2921,4
2922,3
2923,7
2924,17
2925,1
2926,14
2927,3
2928,12
2929,15
2930,12
2931,5
2932,5
2933,13
2934,11
2935,16
2936,4
2937,14
2938,18
2939,10
2940,5
2941,8
2942,12
2943,18
2944,6
2945,5
2946,6
2947,8
2948,18
2949,0
2950,12
2951,14
2952,9
2953,7
2954,2
2955,5
2956,3
2957,17
2958,11
2959,15
2960,18
2961,6
2962,18
2963,6
2964,13
2965,5
2966,11
2967,0
2968,15
2969,2
2970,2
2971,6
2972,13
2973,18
2974,6
2975,10
2976,1
2977,17
2978,10
2979,7
2980,9
2981,10
2982,3
2983,6
2984,1
2985,15
2986,9
2987,3
2988,5
2989,6
2990,0
2991,18
2992,15
2993,3
2994,12
2995,2
